Customer_ID,Age,Gender,Region,Income,Total_Purchases,Avg_Order_Value,Total_Spend,Signup_Date,Churn,Row_Notes
CUST100159,44.0,Male,South,66578.05,11,2301.31,21386.76,2023-01-16,No,auto-generated record
CUST100160,43.0,Female,North,75281.43,14,2621.05,39362.65,2022-05-11,No,auto-generated record
CUST100161,39.0,Male,Central,93393.6,10,1252.32,12223.79,2022-05-21,Yes,auto-generated record
CUST100162,29.0,Male,Central,54032.43,11,,22725.41,2023-06-10,No,auto-generated record
CUST100163,18.0,Male,East,40952.95,9,1628.8,14651.19,2024-05-15,No,auto-generated record
CUST100164,18.0,Female,West,77789.34,10,2429.88,26223.79,2024-04-01,Yes,auto-generated record
CUST100165,43.0,Female,Central,53406.72,9,384.79,2875.1,2023-01-28,Yes,auto-generated record
CUST100166,48.0,Female,East,81538.23,12,2298.77,20071.98,2022-12-01,Yes,auto-generated record
CUST100167,38.0,Male,Central,48594.75,14,1616.12,21138.57,2023-04-03,No,auto-generated record
CUST100168,29.0,Female,North,46940.01,9,1705.1,12687.17,2024-03-22,No,auto-generated record
CUST100169,46.0,Male,South,65852.68,8,1137.61,9558.02,2024-03-04,No,auto-generated record
CUST100170,38.0,Female,South,63835.77,11,2253.65,18601.34,2022-02-11,Yes,auto-generated record
CUST100171,38.0,Female,North,44559.51,8,1501.68,8544.21,2022-07-20,No,auto-generated record
CUST100172,34.0,Male,Central,85994.31,10,960.09,9514.6,2024-04-24,No,auto-generated record
CUST100173,24.0,Other,North,46437.09,10,3077.8,27450.59,2022-08-28,No,auto-generated record
CUST100174,26.0,Female,West,67159.03,8,1597.56,13012.81,2023-05-19,Yes,auto-generated record
CUST100175,43.0,Female,North,43564.96,11,1216.45,10024.58,2023-10-13,Yes,auto-generated record
CUST100176,58.0,Female,South,53490.95,11,2090.62,17383.61,2023-05-16,Yes,auto-generated record
CUST100177,59.0,Female,South,54466.13,11,2365.54,23055.6,2023-09-10,Yes,auto-generated record
CUST100178,36.0,Male,North,60536.92,12,1712.17,14565.29,2022-04-13,No,auto-generated record
CUST100179,44.0,Male,East,62950.41,14,2425.66,32432.72,2023-10-20,Yes,auto-generated record
CUST100180,37.0,Male,East,61833.36,12,1274.32,11165.78,2023-07-21,Yes,auto-generated record
CUST100181,40.0,Female,South,59230.43,8,1556.2,11715.77,2022-03-12,Yes,auto-generated record
CUST100182,43.0,Female,West,76228.37,12,1797.74,22792.02,2023-12-21,No,auto-generated record
CUST100183,49.0,Male,North,77816.69,13,1557.71,17012.92,2023-06-10,Yes,auto-generated record
CUST100184,24.0,Other,North,,9,2111.33,17896.42,2024-01-01,No,auto-generated record
CUST100185,59.0,Male,South,67187.02,12,2439.41,24752.43,2023-11-19,No,auto-generated record
CUST100186,37.0,Male,South,66194.93,12,1431.21,16077.42,2024-05-12,No,auto-generated record
CUST100187,26.0,Male,North,67590.95,10,1274.55,11853.81,2022-05-03,No,auto-generated record
CUST100188,66.0,Female,Central,75916.95,9,1793.15,17276.88,2023-08-29,Yes,auto-generated record
CUST100189,27.0,Female,Central,49165.31,14,1216.27,18043.57,2023-08-16,No,auto-generated record
CUST100190,38.0,Female,North,52671.06,10,1692.43,14408.34,2023-03-09,No,auto-generated record
CUST100191,29.0,Male,South,57011.35,12,,15892.9,2024-04-01,Yes,auto-generated record
CUST100192,52.0,Male,South,71386.23,9,2663.66,18774.25,2023-03-12,No,auto-generated record
CUST100193,18.0,Female,East,33652.58,9,680.07,4731.43,2022-07-20,Yes,auto-generated record
CUST100194,42.0,Male,South,42044.63,10,1182.33,9562.65,2023-03-18,No,auto-generated record
CUST100195,19.0,Female,East,45620.92,10,1421.32,10193.43,2022-06-20,Yes,auto-generated record
CUST100196,57.0,Female,Central,65670.19,7,1793.05,13763.1,2024-04-09,Yes,auto-generated record
CUST100197,63.0,Female,South,54318.48,7,1299.16,9040.28,2022-09-20,Yes,auto-generated record
CUST100198,49.0,F,West,54023.4,11,2116.79,25266.17,2022-06-11,No,auto-generated record
CUST100199,29.0,Female,East,41366.6,10,2112.9,15433.0,2023-07-13,Yes,auto-generated record
CUST100200,52.0,Male,West,71640.04,12,1185.91,10119.87,2024-04-25,Yes,auto-generated record
CUST100201,65.0,Female,North,31166.93,7,1147.02,8059.65,2022-12-27,No,auto-generated record
CUST100202,41.0,Female,West,59052.85,5,1018.97,5210.9,2023-07-29,Yes,auto-generated record
CUST100203,34.0,Female,Central,45317.77,14,2566.73,36481.47,2024-03-27,No,auto-generated record
CUST100204,56.0,Male,East,64156.06,7,2084.23,13322.64,2022-08-29,No,auto-generated record
CUST100205,22.0,Male,South,56801.4,11,2138.87,22640.0,2024-05-05,Yes,auto-generated record
CUST100206,35.0,Female,West,15000.0,7,3373.79,19739.41,2023-12-29,No,auto-generated record
CUST100207,38.0,Female,West,78062.7,12,1927.92,21449.22,2023-03-02,Yes,auto-generated record
CUST100208,40.0,Male,West,71692.25,10,1604.0,12623.2,2022-07-12,No,auto-generated record
CUST100209,51.0,Female,North,90107.51,12,841.86,7498.31,2024-06-09,Yes,auto-generated record
CUST100210,36.0,Male,Central,71533.73,14,2341.16,27532.65,2023-10-29,No,auto-generated record
CUST100211,25.0,Male,Central,70537.63,7,1796.05,9398.35,2023-08-15,Yes,auto-generated record
CUST100212,21.0,Female,South,62888.77,9,1808.15,13011.62,2023-05-11,Yes,auto-generated record
CUST100213,36.0,Other,East,85887.11,13,3466.74,48801.3,2024-01-25,No,auto-generated record
CUST100214,,Male,North,36499.73,10,2003.89,18123.88,2024-02-17,Yes,auto-generated record
CUST100215,50.0,Male,Central,60167.21,6,1531.87,7323.26,2024-04-17,No,auto-generated record
CUST100216,46.0,,West,44430.68,7,1764.42,12083.99,2022-04-09,No,auto-generated record
CUST100217,22.0,Female,East,69059.78,14,2136.98,31581.85,2022-05-16,No,auto-generated record
CUST100218,45.0,Male,West,65021.91,10,1876.51,14868.91,2023-12-24,No,auto-generated record
CUST100219,30.0,Male,North,84766.06,11,2632.58,31293.02,2022-03-15,No,auto-generated record
CUST100220,54.0,Female,South,65677.88,5,2320.32,10380.93,2024-04-05,Yes,auto-generated record
CUST100221,34.0,Male,South,54045.83,8,1512.36,13280.6,2023-11-10,No,auto-generated record
CUST100222,35.0,Female,East,54380.93,10,2143.88,16159.14,2023-08-05,Yes,auto-generated record
CUST100223,31.0,Female,North,43016.42,10,1791.43,15296.37,2023-03-19,Yes,auto-generated record
CUST100224,50.0,Female,Central,25880.1,10,3452.95,31834.49,2023-04-22,No,auto-generated record
CUST100225,37.0,Female,East,57445.08,10,1026.69,9548.06,2022-04-01,No,auto-generated record
CUST100226,71.0,Female,East,60557.62,11,1394.05,16705.44,2024-01-10,No,auto-generated record
CUST100227,52.0,Male,North,54600.49,8,721.05,4757.73,2023-08-03,No,auto-generated record
CUST100228,24.0,Female,West,33828.55,13,1676.07,21405.26,2022-06-07,No,auto-generated record
CUST100229,38.0,Female,West,59977.13,13,1680.65,19448.69,2022-07-06,No,auto-generated record
CUST100230,51.0,Male,East,43714.36,9,1151.51,10618.21,2023-05-25,No,auto-generated record
CUST100231,48.0,Female,South,66063.07,11,2313.01,27331.22,2024-05-05,No,auto-generated record
CUST100232,46.0,Female,West,56470.27,13,1481.06,13814.94,2024-02-06,No,auto-generated record
CUST100233,41.0,Other,North,53449.87,9,2424.65,22079.37,2022-08-18,No,auto-generated record
CUST100234,20.0,Female,Central,24784.32,15,1683.16,26157.42,2022-09-15,Yes,auto-generated record
CUST100235,20.0,Female,East,58715.15,10,1475.97,15830.89,2022-09-24,No,auto-generated record
CUST100236,48.0,Female,South,76625.02,12,1763.54,15391.33,2024-05-18,No,auto-generated record
CUST100237,31.0,Female,East,53778.84,5,1479.41,6025.85,2023-06-01,Yes,auto-generated record
CUST100238,38.0,Female,East,47855.87,9,2976.63,28606.42,2022-08-09,Yes,auto-generated record
CUST100239,,Female,South,71515.01,9,2331.74,15301.97,2022-11-15,No,auto-generated record
CUST100240,18.0,Female,Central,66112.42,13,2474.39,25154.57,2024-02-06,No,auto-generated record
CUST100241,,Other,South,44522.95,9,2413.03,21366.54,2023-12-12,No,auto-generated record
CUST100242,45.0,Female,Central,108788.77,11,1816.75,19147.73,2022-12-28,No,auto-generated record
CUST100243,31.0,Female,Central,78060.96,13,1870.97,26076.45,2023-06-17,No,auto-generated record
CUST100244,34.0,Other,North,83679.64,12,2394.66,25635.15,2024-03-18,No,auto-generated record
CUST100245,52.0,Female,West,69847.82,13,2127.9,24641.72,2022-08-26,No,auto-generated record
CUST100246,35.0,Male,South,64448.34,16,2308.37,32027.68,2022-10-27,No,auto-generated record
CUST100247,37.0,Female,West,40461.19,6,1523.36,9093.16,2024-05-17,Yes,auto-generated record
CUST100248,,Female,East,54855.13,5,842.64,3518.37,2022-03-09,Yes,auto-generated record
CUST100249,18.0,Female,East,53210.0,5,1923.58,7550.34,2022-09-10,Yes,auto-generated record
CUST100250,59.0,Other,Central,76874.11,8,2381.45,16124.64,2022-03-15,Yes,auto-generated record
CUST100251,43.0,Female,North,50781.94,14,2449.66,32078.94,2023-09-19,No,auto-generated record
CUST100252,32.0,Other,East,41402.27,11,2914.86,24232.69,2023-07-10,No,auto-generated record
CUST100253,52.0,Female,South,83182.18,10,736.82,6538.96,2022-07-09,Yes,auto-generated record
CUST100254,27.0,Other,North,56862.6,9,1405.9,12105.54,2022-03-07,No,auto-generated record
CUST100255,30.0,Male,West,72634.9,9,100.0,681.46,2022-12-28,Yes,auto-generated record
CUST100256,23.0,Male,East,55639.01,8,2136.91,14858.84,2024-03-31,No,auto-generated record
CUST100257,35.0,Female,Central,46484.62,11,1020.62,10240.16,2023-04-02,No,auto-generated record
CUST100258,29.0,Female,East,55181.12,14,1386.55,21191.9,2022-01-29,Yes,auto-generated record
CUST100259,41.0,F,South,15517.17,2,1729.53,2939.39,2022-08-03,Yes,auto-generated record
CUST100260,30.0,Female,Central,73193.8,9,1336.83,10786.1,2022-02-03,No,auto-generated record
CUST100261,41.0,Male,North,69020.82,8,2114.02,12043.97,2024-02-19,No,auto-generated record
CUST100262,43.0,,North,80530.09,11,1210.68,9958.73,2022-12-14,Yes,auto-generated record
CUST100263,43.0,Male,West,55805.33,8,2280.79,19250.36,2022-07-04,Yes,auto-generated record
CUST100264,43.0,Male,South,94835.77,16,1966.04,25005.12,2022-10-19,No,auto-generated record
CUST100265,39.0,Female,South,80270.33,14,2154.98,32197.31,2022-06-01,No,auto-generated record
CUST100266,28.0,Other,Central,23976.62,7,1422.2,10072.27,2022-10-07,Yes,auto-generated record
CUST100267,18.0,Female,South,20662.33,11,179.31,1590.81,2022-11-10,Yes,auto-generated record
CUST100268,42.0,Female,Central,63954.05,13,331.02,3785.65,2024-04-28,No,auto-generated record
CUST100269,21.0,Male,West,28426.63,10,1698.36,13262.19,2023-06-03,Yes,auto-generated record
CUST100270,42.0,Male,South,56717.44,12,2481.46,32741.15,2024-06-16,No,auto-generated record
CUST100271,37.0,Male,North,54717.64,9,1396.9,12655.46,2023-10-13,No,auto-generated record
CUST100272,37.0,Female,South,52287.3,7,1871.87,10050.35,2022-10-22,No,auto-generated record
CUST100273,38.0,Female,Central,84857.05,9,2614.9,23601.81,2022-10-15,Yes,auto-generated record
CUST100274,45.0,Female,South,70382.25,6,1310.42,8263.2,2023-01-04,No,auto-generated record
CUST100275,26.0,Female,North,65936.85,14,1766.86,24098.81,2023-04-26,Yes,auto-generated record
CUST100276,42.0,Female,South,63525.47,11,2654.07,29150.73,2022-02-27,No,auto-generated record
CUST100277,51.0,Female,Central,114985.68,13,1348.25,13252.08,2024-04-27,No,auto-generated record
CUST100278,47.0,Female,North,84427.62,14,,30028.86,2023-06-25,No,auto-generated record
CUST100279,51.0,Male,West,49755.44,12,1854.28,21122.45,2023-10-21,No,auto-generated record
CUST100280,35.0,Female,North,67224.88,15,196.29,2731.08,2023-08-16,No,auto-generated record
CUST100281,37.0,Female,Central,44688.85,10,2883.11,21758.5,2023-07-28,Yes,auto-generated record
CUST100282,60.0,F,East,61651.52,9,1684.93,13300.71,2023-10-20,Yes,auto-generated record
CUST100283,44.0,Male,North,58406.44,13,2025.96,21301.13,2024-02-13,No,auto-generated record
CUST100284,41.0,Female,Central,34308.24,10,2473.22,24371.2,2023-12-20,No,auto-generated record
